name, bar, transaction_id, item, quantity, price
Donette Slaten,Moran’s,652503,Miller High Life,2,3.99
Christia Liberatore,Aldo Sohm Wine Bar,938092,Hoegaarden Original White Ale,3,3.49
Christia Liberatore,Aldo Sohm Wine Bar,938092,Hofbraü Oktoberfestbier,5,3.49
Christia Liberatore,Aldo Sohm Wine Bar,938092,Carlsberg Export,4,3.99
Christia Liberatore,Aldo Sohm Wine Bar,938092,Hofbraü Oktoberfestbier,4,3.49
Christia Liberatore,Aldo Sohm Wine Bar,938092,Coors Banquet,4,2.49
Christia Liberatore,Aldo Sohm Wine Bar,938092,Michelob Ultra,4,3.49
Christia Liberatore,Aldo Sohm Wine Bar,938092,Rolling Rock Extra Pale Ale,2,3.49
Patria Knauss,The Pig and Parrot,988786,Bud Lite,2,3.99
Elise Bilby,Mayahuel,770323,60 Minute IPA,9,4.99
Elise Bilby,Mayahuel,770323,Newcastle Brown Ale,1,3.49
Cleotilde Mcfarren,L BAR,996931,Samuel Adams Boston Lager,4,2.49
Cleotilde Mcfarren,L BAR,996931,Pilsner Urquell,2,2.99
Cleotilde Mcfarren,L BAR,996931,Coors Light,2,2.49
Cleotilde Mcfarren,L BAR,996931,Bud Lite,3,2.49
Eveline Ramires,Tørst,173218,Hofbraü Original,3,2.99
Eveline Ramires,Tørst,173218,Pilsner Urquell,1,2.49
Eveline Ramires,Tørst,173218,Foster’s Lager,1,3.49
Eveline Ramires,Tørst,173218,Yuengling Premium Beer,5,2.49
Eveline Ramires,Tørst,173218,Dos Equis Amber Lager,3,2.49
Jefferey Chavous,The Pig and Parrot,663249,Grolsch Premium Lager,1,4.49
Fabiola Molden,The Blind Pig Pizza,610054,Michelob Original Lager,5,3.49
Fabiola Molden,The Blind Pig Pizza,610054,Hofbraü Original,1,3.49
Fabiola Molden,The Blind Pig Pizza,610054,Sapporo Premium Lager,5,3.49
Fabiola Molden,The Blind Pig Pizza,610054,Heineken Light Lager,4,2.89
Fabiola Molden,The Blind Pig Pizza,610054,Yuengling Traditional Amber Lager,1,2.99
Fabiola Molden,The Blind Pig Pizza,610054,Sierra Nevada Pale Ale,2,2.49
Louis Curling,Bar5,286876,Lagunitas IPA,5,3.49
Louis Curling,Bar5,286876,Coors Light,5,2.99
Louis Curling,Bar5,286876,Keystone Light,6,2.99
Louis Curling,Bar5,286876,Landshark,1,4.49
Louis Curling,Bar5,286876,Foster’s Lager,5,4.49
Louis Curling,Bar5,286876,Dos Equis Amber Lager,5,3.49
Roberta Hadden,Bar Goto,729887,Coors Light,5,1.49
Roberta Hadden,Bar Goto,729887,Anchor Steam,1,3.75
Roberta Hadden,Bar Goto,729887,Dos Equis Amber Lager,1,1.99
Tommye Swart,Louise & Jerry’s,790594,Fat Tire Belgian Style Ale,3,2.99
Tommye Swart,Louise & Jerry’s,790594,Paulaner,3,2.99
Tommye Swart,Louise & Jerry’s,790594,Onion Rings,5,3.99
Desire Pelzer,L BAR,233126,Carlsberg Export,5,3.99
Desire Pelzer,L BAR,233126,Coors Light,4,2.49
Desire Pelzer,L BAR,233126,Heineken Premium Light Lager,3,2.89
Desire Pelzer,L BAR,233126,90 Minute IPA,5,5.25
Desire Pelzer,L BAR,233126,Samuel Adams Boston Lager,3,2.49
Mayra Newbold,Tørst,890797,Fat Tire Belgian Style Ale,5,2.49
Mayra Newbold,Tørst,890797,Tecate,8,1.99
Mayra Newbold,Tørst,890797,Shock Top Belgian White,4,3.49
Mayra Newbold,Tørst,890797,90 Minute IPA,1,4.75
Kattie Waldrop,Mayahuel,673474,Newcastle Brown Ale,1,3.49
Kattie Waldrop,Mayahuel,673474,Rolling Rock Extra Pale,5,2.99
Kattie Waldrop,Mayahuel,673474,George Killian’s Irish Red,2,2.99
Kattie Waldrop,Mayahuel,673474,Pilsner Urquell,4,2.99
Kattie Waldrop,Mayahuel,673474,Labatt Blue Light,4,2.99
Elroy Daigre,The Winston,838430,Miller High Life,4,1.99
Elroy Daigre,The Winston,838430,Yuengling Traditional Amber Lager,10,2.49
Elroy Daigre,The Winston,838430,Keystone Light,1,1.99
Elroy Daigre,The Winston,838430,Fountain Drink,5,1.49
Elroy Daigre,The Winston,838430,Heineken Premium Light Lager,4,2.39
Elroy Daigre,The Winston,838430,Iced Tea,4,1.49
Jarvis Hambleton,Grand Vin,568298,60 Minute IPA,3,5.49
Jarvis Hambleton,Grand Vin,568298,Foster’s Lager,1,4.49
Minna Headlee,The Ale House,262067,Michelob Original Lager,2,2.99
Minna Headlee,The Ale House,262067,Foster’s Lager,4,3.49
Minna Headlee,The Ale House,262067,Corona Extra,4,1.99
Minna Headlee,The Ale House,262067,Negra Modelo,1,1.99
Minna Headlee,The Ale House,262067,Pabst Blue Ribbon,1,2.49
Latrice Hambleton,Cooper’s Union,273452,Amstel Lager,4,4.99
Latrice Hambleton,Cooper’s Union,273452,Miller Lite,1,2.49
Latrice Hambleton,Cooper’s Union,273452,George Killian’s Irish Red,4,2.99
Latrice Hambleton,Cooper’s Union,273452,Bud Lite Platinum,3,2.49
Latrice Hambleton,Cooper’s Union,273452,Landshark,1,3.99
Latrice Hambleton,Cooper’s Union,273452,Miller High Life,4,2.49
Amie Clampitt,Broken Shaker,125059,Beck’s,4,5.45
Amie Clampitt,Broken Shaker,125059,Corona Extra,1,1.99
Amie Clampitt,Broken Shaker,125059,Hoegaarden Original White Ale,4,2.99
Amie Clampitt,Broken Shaker,125059,Labatt Blue Light,2,2.49
Amie Clampitt,Broken Shaker,125059,Tsingtao Beer,4,2.49
Amie Clampitt,Broken Shaker,125059,Stella Artois,4,2.49
Amie Clampitt,Broken Shaker,125059,Corona Light,3,1.99
Josh Chard,Zack’s Oak Bar & Restaurant,343687,Amstel Lager,4,4.99
Josh Chard,Zack’s Oak Bar & Restaurant,343687,Budweiser,4,2.99
Josh Chard,Zack’s Oak Bar & Restaurant,343687,Sapporo Premium Lager,5,3.49
Josh Chard,Zack’s Oak Bar & Restaurant,343687,Pabst Blue Ribbon,4,2.99
Rufus Pulaski,Pegu Club,252126,Hofbraü Oktoberfestbier,3,2.49
Rufus Pulaski,Pegu Club,252126,Rolling Rock Extra Pale,3,1.99
Rufus Pulaski,Pegu Club,252126,Stella Artois,5,1.99
Rufus Pulaski,Pegu Club,252126,Sapporo Premium Lager,2,2.49
Rufus Pulaski,Pegu Club,252126,Molson Canadian Lager,4,2.99
Rufus Pulaski,Pegu Club,252126,Corona Light,5,1.49
Rufus Pulaski,Pegu Club,252126,Corona Extra,1,1.49
Sylvester Gaudette,McSorley’s Old Ale House,356522,Corona Light,1,3.49
Sylvester Gaudette,McSorley’s Old Ale House,356522,Samuel Adams Octoberfest,5,3.49
Dinah July,Wilton House,727617,Hofbraü Original,5,3.49
Dinah July,Wilton House,727617,Corona Light,3,2.49
Dinah July,Wilton House,727617,Miller Lite,3,2.49
Dinah July,Wilton House,727617,Miller Lite,4,2.49
Dinah July,Wilton House,727617,Miller Lite,4,2.49
Dinah July,Wilton House,727617,Miller Lite,3,2.49
Contessa Vandyke,Louise & Jerry’s,434508,Busch,1,3.99
Contessa Vandyke,Louise & Jerry’s,434508,Amstel Lager,3,4.99
Contessa Vandyke,Louise & Jerry’s,434508,Natural Ice,1,2.49
Contessa Vandyke,Louise & Jerry’s,434508,Blue Moon Belgian White,5,3.99
Daniella Denby,Moran’s,474333,Carlsberg Export,9,5.49
Daniella Denby,Moran’s,474333,Labatt Blue Light,1,4.49
Daniella Denby,Moran’s,474333,Coors Banquet,2,3.99
Daniella Denby,Moran’s,474333,Tsingtao Beer,5,4.49
Daniella Denby,Moran’s,474333,Corona Light,8,3.99
Daniella Denby,Moran’s,474333,Miller High Life,3,3.99
Mikaela Nosal,Cork City,356666,Foster’s Lager,3,3.99
Mikaela Nosal,Cork City,356666,90 Minute IPA,1,5.25
Mikaela Nosal,Cork City,356666,Sapporo Premium Lager,5,3.49
Mikaela Nosal,Cork City,356666,Natural Light,4,2.49
Helen Crispin,The Aviary NYC,156582,Corona Extra,2,2.49
Helen Crispin,The Aviary NYC,156582,Foster’s Lager,3,3.99
Helen Crispin,The Aviary NYC,156582,Rolling Rock Extra Pale,3,2.99
Helen Crispin,The Aviary NYC,156582,Yuengling Traditional Amber Lager,3,2.99
Latarsha Holsapple,Maison Premiere,624726,Coors Banquet,3,2.49
Latarsha Holsapple,Maison Premiere,624726,Coors Banquet,1,2.49
Latarsha Holsapple,Maison Premiere,624726,Guiness Draught,5,2.95
Latarsha Holsapple,Maison Premiere,624726,Carlsberg Export,2,3.99
Domonique Francia,The Blind Pig Pizza,848806,Keystone Light,2,2.49
Domonique Francia,The Blind Pig Pizza,848806,Coors Light,1,2.49
Dottie Brooking,Louise & Jerry’s,852981,Busch,9,3.99
Dottie Brooking,Louise & Jerry’s,852981,Natural Ice,2,2.49
Dottie Brooking,Louise & Jerry’s,852981,Corona Light,2,2.49
Dottie Brooking,Louise & Jerry’s,852981,Amstel Lager,5,4.99
Olinda Hallmark,Ghost Donkey,347865,Blue Moon Belgian White,1,3.49
Olinda Hallmark,Ghost Donkey,347865,George Killian’s Irish Red,3,2.49
Kathlyn Burts,Cooper’s Union,182419,Landshark,3,3.99
Kathlyn Burts,Cooper’s Union,182419,Negra Modelo,3,2.49
Kathlyn Burts,Cooper’s Union,182419,Sapporo Premium Lager,1,3.49
Kathlyn Burts,Cooper’s Union,182419,George Killian’s Irish Red,3,2.99
Kathlyn Burts,Cooper’s Union,182419,Miller Lite,3,2.49
Tom Brickey,Bar5,373703,Foster’s Lager,4,4.49
Tom Brickey,Bar5,373703,Lagunitas IPA,5,3.49
Tom Brickey,Bar5,373703,Landshark,1,4.49
Tom Brickey,Bar5,373703,Keystone Light,4,2.99
Tom Brickey,Bar5,373703,Landshark,1,4.49
Tom Brickey,Bar5,373703,Keystone Light,2,2.99
Tom Brickey,Bar5,373703,Foster’s Lager,11,4.49
Marquetta Hollis,McSorley’s Old Ale House,294463,Newcastle Brown Ale,2,4.49
Marquetta Hollis,McSorley’s Old Ale House,294463,Landshark,3,4.99
Marquetta Hollis,McSorley’s Old Ale House,294463,Samuel Adams Octoberfest,5,3.49
Sylvie Deines,Northern Soul,544538,Labatt Blue Light,1,1.99
Sylvie Deines,Northern Soul,544538,Sapporo Premium Lager,4,2.49
Sylvie Deines,Northern Soul,544538,Coors Banquet,2,1.49
Sherlene Winstead,The Pig and Parrot,841987,Yuengling Traditional Amber Lager,1,4.49
Sherlene Winstead,The Pig and Parrot,841987,Labatt Blue Light,6,4.49
Sherlene Winstead,The Pig and Parrot,841987,Onion Rings,4,5.49
Shawn Begum,Grand Vin,598919,Coors Banquet,4,2.99
Shawn Begum,Grand Vin,598919,Foster’s Lager,3,4.49
Shawn Begum,Grand Vin,598919,60 Minute IPA,3,5.49
Shawn Begum,Grand Vin,598919,Guiness Extra Stout,2,3.19
Elise Bilby,Mayahuel,537105,60 Minute IPA,2,4.99
Elise Bilby,Mayahuel,537105,Samuel Adams Octoberfest,3,2.49
Elise Bilby,Mayahuel,537105,George Killian’s Irish Red,2,2.99
Craig Mitschke,Moran’s,915951,Heineken Light Lager,1,4.39
Danyelle Hatchell,Vaughan’s Public House,666976,Natural Light,1,2.49
Danyelle Hatchell,Vaughan’s Public House,666976,Corona Extra,4,2.49
Danyelle Hatchell,Vaughan’s Public House,666976,Hoegaarden Original White Ale,1,3.49
Danyelle Hatchell,Vaughan’s Public House,666976,Guiness Extra Stout,4,2.69
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Michelob Ultra,3,3.99
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Michelob Original Lager,7,3.99
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Hoegaarden Original White Ale,1,3.99
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Guiness Draught,3,3.45
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Corona Extra,2,2.99
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Carlsberg Export,5,4.49
Jeffery Mcrae,G.Millz Boken Roadhouse,502731,Natural Ice,1,2.99
Pearl Pellegrini,The Pig and Parrot,358686,Coors Banquet,5,3.99
Pearl Pellegrini,The Pig and Parrot,358686,Hofbraü Oktoberfestbier,2,4.99
Pearl Pellegrini,The Pig and Parrot,358686,Pabst Blue Ribbon,2,4.49
Pearl Pellegrini,The Pig and Parrot,358686,Grolsch Premium Lager,1,4.49
Pearl Pellegrini,The Pig and Parrot,358686,Negra Modelo,2,3.99
Gia Mireles,Mulligan’s,909498,Lagunitas IPA,1,3.49
Gia Mireles,Mulligan’s,909498,Iced Tea,9,2.49
Johnny Dresser,Death & Company,124321,Negra Modelo,4,1.99
Johnny Dresser,Death & Company,124321,Grand Margarita,2,5.49
Johnny Dresser,Death & Company,124321,Mozzarella Sticks,4,3.49
Cassie Sak,Death & Company,176904,Tsingtao Beer,7,2.49
Cassie Sak,Death & Company,176904,Sierra Nevada Pale Ale,3,1.99
Cassie Sak,Death & Company,176904,Miller High Life,3,1.99
Cassie Sak,Death & Company,176904,Negra Modelo,1,1.99
Paulette Sellman,Phoenix Bar and Grille,731748,Bud Lite Platinum,1,2.49
Paulette Sellman,Phoenix Bar and Grille,731748,Tecate,5,2.49
Paulette Sellman,Phoenix Bar and Grille,731748,Carlsberg Export,2,3.99
Paulette Sellman,Phoenix Bar and Grille,731748,Miller Lite,2,2.49
Paulette Sellman,Phoenix Bar and Grille,731748,Corona Light,4,2.49
Paulette Sellman,Phoenix Bar and Grille,731748,Guiness Draught,1,2.95
Era Thorington,Cork City,247012,60 Minute IPA,4,4.99
Evette Wedding,Aldo Sohm Wine Bar,487886,Corona Light,5,2.49
Evette Wedding,Aldo Sohm Wine Bar,487886,Carlsberg Export,7,3.99
Marine Muirhead,The Blind Pig Pizza,361503,Keystone Light,3,2.49
Marine Muirhead,The Blind Pig Pizza,361503,Heineken Light Lager,2,2.89
Marine Muirhead,The Blind Pig Pizza,361503,Coors Light,3,2.49
Marine Muirhead,The Blind Pig Pizza,361503,Sapporo Premium Lager,3,3.49
Marine Muirhead,The Blind Pig Pizza,361503,Michelob Original Lager,2,3.49
Marine Muirhead,The Blind Pig Pizza,361503,Anchor Steam,6,4.75
Ok Darland,Dante,273455,Bud Lite Platinum,1,1.49
Woodrow Witten,The Russian Lady,755341,Coors Light,5,2.49
Woodrow Witten,The Russian Lady,755341,Pilsner Urquell,4,2.99
Woodrow Witten,The Russian Lady,755341,Grolsch Premium Lager,5,2.99
Woodrow Witten,The Russian Lady,755341,60 Minute IPA,3,4.99
Woodrow Witten,The Russian Lady,755341,Miller High Life,3,2.49
Woodrow Witten,The Russian Lady,755341,Amstel Lager,2,4.99
Elmer Million,The Blind Pig Pizza,678355,Busch,5,3.99
Elmer Million,The Blind Pig Pizza,678355,Michelob Original Lager,2,3.49
Elmer Million,The Blind Pig Pizza,678355,Keystone Light,2,2.49
Gala Hong,Slowly Shirley,505088,Paulaner,3,4.49
Gala Hong,Slowly Shirley,505088,Yuengling Premium Beer,4,4.49
Gala Hong,Slowly Shirley,505088,90 Minute IPA,4,6.75
Shu Ruggerio,Bar5,198758,Carlsberg Export,5,4.49
Shu Ruggerio,Bar5,198758,Dos Equis Amber Lager,5,3.49
Ivette Stem,Cooper’s Union,311562,Carlsberg Export,5,3.99
Ivette Stem,Cooper’s Union,311562,Dos Equis Amber Lager,5,2.99
Ivette Stem,Cooper’s Union,311562,Shock Top Belgian White,4,3.99
Ivette Stem,Cooper’s Union,311562,Landshark,3,3.99
Ivette Stem,Cooper’s Union,311562,Amstel Lager,2,4.99
Greg Sipp,Wilton House,387899,Blue Moon Belgian White,7,3.99
Miesha Coke,Tørst,228926,Blue Moon Belgian White,4,3.49
Miesha Coke,Tørst,228926,Heineken Premium Light Lager,5,2.39
Miesha Coke,Tørst,228926,Samuel Adams Octoberfest,5,1.99
Miesha Coke,Tørst,228926,Foster’s Lager,3,3.49
Miesha Coke,Tørst,228926,Grolsch Premium Lager,1,2.49
Miesha Coke,Tørst,228926,90 Minute IPA,2,4.75
Twana Lago,L BAR,302037,Coors Light,2,2.49
Twana Lago,L BAR,302037,Guiness Extra Stout,9,2.69
Twana Lago,L BAR,302037,Heineken Premium Light Lager,9,2.89
Twana Lago,L BAR,302037,90 Minute IPA,7,5.25
Twana Lago,L BAR,302037,Pilsner Urquell,5,2.99
Twana Lago,L BAR,302037,Carlsberg Export,4,3.99
Twana Lago,L BAR,302037,Samuel Adams Boston Lager,5,2.49
Preston Yount,Cooper’s Union,480737,Negra Modelo,4,2.49
Preston Yount,Cooper’s Union,480737,Miller Lite,3,2.49
Preston Yount,Cooper’s Union,480737,Stella Artois,5,2.99
Preston Yount,Cooper’s Union,480737,Busch,3,3.99
Preston Yount,Cooper’s Union,480737,Dos Equis Amber Lager,2,2.99
Preston Yount,Cooper’s Union,480737,Landshark,5,3.99
Madeleine Vanbrunt,Rocking Horse Saloon,497507,Keystone Light,2,2.49
Madeleine Vanbrunt,Rocking Horse Saloon,497507,Hoegaarden Original White Ale,2,3.49
Madeleine Vanbrunt,Rocking Horse Saloon,497507,Coors Light,5,2.49
Madeleine Vanbrunt,Rocking Horse Saloon,497507,Busch,4,3.99
Trina Northam,The Ale House,471149,Newcastle Brown Ale,1,2.99
Trina Northam,The Ale House,471149,Negra Modelo,4,1.99
Trina Northam,The Ale House,471149,Tecate,1,1.99
Trina Northam,The Ale House,471149,Busch,5,3.49
Trina Northam,The Ale House,471149,Foster’s Lager,4,3.49
Laquita Dismukes,Side Bar,573512,Busch,2,4.49
Laquita Dismukes,Side Bar,573512,Corona Extra,3,2.99
Laquita Dismukes,Side Bar,573512,Fat Tire Belgian Style Ale,4,3.49
Laquita Dismukes,Side Bar,573512,Budweiser,4,3.49
Laquita Dismukes,Side Bar,573512,Tsingtao Beer,2,3.49
Addie Mcsorley,Northern Soul,786280,Rolling Rock Extra Pale,2,1.99
Addie Mcsorley,Northern Soul,786280,Pilsner Urquell,1,1.99
Addie Mcsorley,Northern Soul,786280,Lagunitas IPA,4,1.99
Addie Mcsorley,Northern Soul,786280,Blue Moon Belgian White,4,2.99
Addie Mcsorley,Northern Soul,786280,Anchor Steam,5,3.75
Marta Emerick,Carpe Diem Pub & Restaurant,553496,George Killian’s Irish Red,3,2.49
Marta Emerick,Carpe Diem Pub & Restaurant,553496,Pabst Blue Ribbon,5,2.49
Marta Emerick,Carpe Diem Pub & Restaurant,553496,Amstel Lager,2,4.49
Marta Emerick,Carpe Diem Pub & Restaurant,553496,Molson Canadian Lager,5,3.49
Marta Emerick,Carpe Diem Pub & Restaurant,553496,Guiness Draught,8,2.45
Marta Emerick,Carpe Diem Pub & Restaurant,553496,Carlsberg Export,1,3.49
Refugio Hanzlik,Slowly Shirley,972888,Amstel Lager,5,6.49
Refugio Hanzlik,Slowly Shirley,972888,Yuengling Premium Beer,1,4.49
Refugio Hanzlik,Slowly Shirley,972888,90 Minute IPA,1,6.75
Shawn Begum,The NoMad Bar,875424,Hofbraü Original,2,4.99
Shawn Begum,The NoMad Bar,875424,Landshark,7,5.49
Shawn Begum,The NoMad Bar,875424,Pilsner Urquell,1,4.49
Shawn Begum,The NoMad Bar,875424,Lagunitas IPA,1,4.49
Shawn Begum,The NoMad Bar,875424,Samuel Adams Octoberfest,5,3.99
Sharon Eber,Tørst,102318,Keystone Light,3,1.99
Oleta Dickman,The Ale House,438409,Busch,2,3.49
Oleta Dickman,The Ale House,438409,Michelob Original Lager,5,2.99
Oleta Dickman,The Ale House,438409,90 Minute IPA,4,4.75
Oleta Dickman,The Ale House,438409,Yuengling Traditional Amber Lager,9,2.49
Oleta Dickman,The Ale House,438409,Yuengling Traditional Amber Lager,2,2.49
Oleta Dickman,The Ale House,438409,Grolsch Premium Lager,4,2.49
Oleta Dickman,The Ale House,438409,Fountain Drink,2,1.49
Oleta Dickman,The Ale House,438409,Yuengling Premium Beer,3,2.49
Fernanda Timko,Mace,734185,Lagunitas IPA,2,2.99
Trista Journey,Vaughan’s Public House,171754,Natural Light,5,2.49
Araceli Schear,Black Bear Bar & Grill,318187,Natural Ice,4,1.99
Araceli Schear,Black Bear Bar & Grill,318187,Paulaner,1,2.49
Araceli Schear,Black Bear Bar & Grill,318187,Corona Light,4,1.99
Rosalia Harris,Finnegan’s Pub,854797,Bud Lite Platinum,1,2.49
Rosalia Harris,Finnegan’s Pub,854797,Heineken Light Lager,4,2.89
Rosalia Harris,Finnegan’s Pub,854797,Rolling Rock Extra Pale,2,2.99
Juana Torkelson,The Aviary NYC,717511,Foster’s Lager,1,3.99
Juana Torkelson,The Aviary NYC,717511,Guiness Extra Stout,3,2.69
Juana Torkelson,The Aviary NYC,717511,Yuengling Traditional Amber Lager,4,2.99
Juana Torkelson,The Aviary NYC,717511,Heineken Premium Light Lager,2,2.89
Juana Torkelson,The Aviary NYC,717511,Michelob Light,4,3.49
Juana Torkelson,The Aviary NYC,717511,Foster’s Lager,2,3.99
Juana Torkelson,The Aviary NYC,717511,Heineken Premium Light Lager,4,2.89
Johnny Dresser,Please Don't Tell,907836,Grolsch Premium Lager,4,4.49
Johnny Dresser,Please Don't Tell,907836,Keystone Light,5,3.99
Johnny Dresser,Please Don't Tell,907836,Michelob Ultra,1,4.99
Johnny Dresser,Please Don't Tell,907836,Budweiser,3,4.49
Johnny Dresser,Please Don't Tell,907836,Budweiser,5,4.49
Johnny Dresser,Please Don't Tell,907836,Michelob Ultra,5,4.99
Johnny Dresser,Please Don't Tell,907836,Michelob Ultra,1,4.99
Ronald Bodin,Dutch Kills,830069,Amstel Lager,3,4.49
Ronald Bodin,Dutch Kills,830069,Tecate,3,1.99
Ronald Bodin,Dutch Kills,830069,Coors Light,1,1.99
Ronald Bodin,Dutch Kills,830069,Budweiser,2,2.49
Ronald Bodin,Dutch Kills,830069,Rolling Rock Extra Pale,2,2.49
Ronald Bodin,Dutch Kills,830069,Shock Top Belgian White,11,3.49
Jarred Chason,The Winston,458704,Bud Lite,2,1.99
Jarred Chason,The Winston,458704,120 Minute IPA,2,4.99
Jarred Chason,The Winston,458704,Bud Lite Platinum,3,1.99
Jarred Chason,The Winston,458704,Heineken Premium Light Lager,4,2.39
Robert Balk,Mulligan’s,520105,Yuengling Premium Beer,4,3.49
Robert Balk,Mulligan’s,520105,Keystone Light,2,2.99
Robert Balk,Mulligan’s,520105,Stella Artois,5,3.49
Robert Balk,Mulligan’s,520105,Tecate,1,2.99
Robert Balk,Mulligan’s,520105,Sapporo Premium Lager,4,3.99
Robert Balk,Mulligan’s,520105,Dos Equis Amber Lager,3,3.49
Robert Balk,Mulligan’s,520105,Negra Modelo,2,2.99
Robert Balk,Mulligan’s,520105,Budweiser,5,3.49
Rocco Pocock,The Ale House,626427,Samuel Adams Octoberfest,1,1.99
Rocco Pocock,The Ale House,626427,Redhook Long Hammer IPA,1,2.99
Rocco Pocock,The Ale House,626427,Negra Modelo,2,1.99
Rocco Pocock,The Ale House,626427,Miller High Life,1,1.99
Rocco Pocock,The Ale House,626427,Yuengling Traditional Amber Lager,4,2.49
Antonina Frye,Dante,138600,Coors Banquet,1,1.49
Antonina Frye,Dante,138600,120 Minute IPA,2,4.49
Antonina Frye,Dante,138600,Corona Light,2,1.49
Antonina Frye,Dante,138600,Stella Artois,3,1.99
Antonina Frye,Dante,138600,Samuel Adams Octoberfest,1,1.49
Antonina Frye,Dante,138600,Anchor Steam,5,3.75
Hanh Poll,Wilton House,614626,Budweiser,5,2.99
Hanh Poll,Wilton House,614626,Blue Moon Belgian White,3,3.99
Monserrate Romine,The Dead Rabbit,961727,Guiness Draught,2,3.95
Monserrate Romine,The Dead Rabbit,961727,60 Minute IPA,5,5.99
Monserrate Romine,The Dead Rabbit,961727,120 Minute IPA,2,6.49
Monserrate Romine,The Dead Rabbit,961727,Lagunitas IPA,5,3.99
Monserrate Romine,The Dead Rabbit,961727,Coors Light,3,3.49
Adriene Sigg,The Blind Pig Pizza,794327,Busch,1,3.99
Gretta Bourke,Mayahuel,449656,Carlsberg Export,2,3.99
Gretta Bourke,Mayahuel,449656,Labatt Blue Light,1,2.99
Gretta Bourke,Mayahuel,449656,Amstel Lager,3,4.99
Rufus Pulaski,Pegu Club,193970,Corona Light,8,1.49
Rufus Pulaski,Pegu Club,193970,60 Minute IPA,3,3.99
Rufus Pulaski,Pegu Club,193970,Molson Canadian Lager,5,2.99
Rufus Pulaski,Pegu Club,193970,Yuengling Traditional Amber Lager,4,1.99
Rufus Pulaski,Pegu Club,193970,Tecate,3,1.49
Rufus Pulaski,Pegu Club,193970,Landshark,4,2.99
Coreen Angelo,Bar5,617637,Keystone Light,2,2.99
Coreen Angelo,Bar5,617637,Fountain Drink,1,2.49
Coreen Angelo,Bar5,617637,Lagunitas IPA,5,3.49
Miguelina Sick,Pegu Club,638457,Corona Extra,3,1.49
Miguelina Sick,Pegu Club,638457,Shock Top Belgian White,5,2.99
Miguelina Sick,Pegu Club,638457,Shock Top Belgian White,5,2.99
Jacki Zielinski,Louise & Jerry’s,172133,Coors Light,2,2.49
Jacki Zielinski,Louise & Jerry’s,172133,Hoegaarden Original White Ale,5,3.49
Jacki Zielinski,Louise & Jerry’s,172133,Paulaner,2,2.99
Jacki Zielinski,Louise & Jerry’s,172133,Corona Light,4,2.49
Jacki Zielinski,Louise & Jerry’s,172133,Shiner Bock,3,3.99
Irish Rameau,L BAR,329803,Samuel Adams Boston Lager,3,2.49
Roxanne Bybee,Mulligan’s,162575,Labatt Blue,4,3.49
Roxanne Bybee,Mulligan’s,162575,Stella Artois,4,3.49
Roxanne Bybee,Mulligan’s,162575,Lagunitas IPA,2,3.49
Roxanne Bybee,Mulligan’s,162575,Dos Equis Amber Lager,5,3.49
Roxanne Bybee,Mulligan’s,162575,Tecate,1,2.99
Roxanne Bybee,Mulligan’s,162575,Sapporo Premium Lager,1,3.99
Kizzie Goltz,Pouring Ribbons,823285,Molson Canadian Lager,3,3.99
Kizzie Goltz,Pouring Ribbons,823285,Carlsberg Export,4,3.99
Kizzie Goltz,Pouring Ribbons,823285,Pabst Blue Ribbon,2,2.99
Kizzie Goltz,Pouring Ribbons,823285,Grolsch Premium Lager,3,2.99
Kizzie Goltz,Pouring Ribbons,823285,Foster’s Lager,5,3.99
Glady Millette,Clover Club,863395,Heineken Light Lager,2,2.89
Glady Millette,Clover Club,863395,Miller Lite,3,2.49
Glady Millette,Clover Club,863395,Sierra Nevada Pale Ale,2,2.49
Glady Millette,Clover Club,863395,Miller High Life,3,2.49
Ashanti Cambre,The Ale House,152675,Pabst Blue Ribbon,9,2.49
Ashanti Cambre,The Ale House,152675,Busch,2,3.49
Ashanti Cambre,The Ale House,152675,90 Minute IPA,3,4.75
Ashanti Cambre,The Ale House,152675,Labatt Blue Light,1,2.49
Ashanti Cambre,The Ale House,152675,Shiner Bock,3,3.49
Ashanti Cambre,The Ale House,152675,Grolsch Premium Lager,1,2.49
Kathaleen Lenard,Bar Goto,581555,Natural Ice,4,1.49
Kathaleen Lenard,Bar Goto,581555,Shock Top Belgian White,5,2.99
Farah Lantigua,Wilton House,149905,Miller Lite,5,2.49
Farah Lantigua,Wilton House,149905,Amstel Lager,3,4.99
Farah Lantigua,Wilton House,149905,Guiness Draught,2,2.95
Farah Lantigua,Wilton House,149905,Corona Extra,6,2.49
Dexter Sparks,Phoenix Bar and Grille,645887,Bud Lite Platinum,4,2.49
Dexter Sparks,Phoenix Bar and Grille,645887,Redhook Long Hammer IPA,4,3.49
Dexter Sparks,Phoenix Bar and Grille,645887,Guiness Extra Stout,3,2.69
Dexter Sparks,Phoenix Bar and Grille,645887,Hoegaarden Original White Ale,5,3.49
Dexter Sparks,Phoenix Bar and Grille,645887,Tecate,5,2.49
