transaction_id,drinker_name,bar_name,time,date,subtotal,tip,total
974638,Era Thorington,Cork City,21:55:34,2018-11-4,33.9,5.48,41.75
747654,Era Thorington,Finnegan's Pub,08:05:23,2018-11-27,52.2,7.26,63.12
544876,Era Thorington,Louise & Jerry's,14:39:47,2018-11-11,68.29,9.85,82.92
191968,Era Thorington,Mulligan's,15:42:32,2018-11-8,51.35,5.18,60.12
648983,Erasmo Matte,The Press,15:02:23,2018-11-4,55.3,7.59,66.76
898783,Erasmo Matte,Wilton House,14:45:39,2018-11-22,59.38,11.69,75.23
603771,Erlinda Brooker,Cooper's Union,12:02:22,2018-11-6,28.91,4.87,35.8
296416,Erlinda Brooker,Federal Cafe,00:14:51,2018-11-22,11.96,2.3,15.09
571828,Erlinda Brooker,Grand Vin,18:24:06,2018-11-9,83.06,15.13,104
403724,Erlinda Brooker,Pig's Eye Pub,20:54:34,2018-11-10,76.82,9.52,91.72
274036,Erlinda Brooker,Primo's,16:40:55,2018-11-23,112.03,14.16,134.04
367397,Erlinda Brooker,Raines Law Room,19:26:59,2018-11-9,35.78,5.43,43.71
322755,Erlinda Brooker,The Ale House,18:31:09,2018-11-19,28.4,3.7,34.09
632806,Ernestina Cornwall,DC's Tavern,20:12:02,2018-11-20,37.93,5,45.59
123299,Ernestina Cornwall,G.Millz Boken Roadhouse,13:43:38,2018-11-12,55.34,10.57,69.78
155252,Ernestina Cornwall,G.Millz Boken Roadhouse,20:55:51,2018-11-23,39.39,5.26,47.4
970221,Ernestina Cornwall,G.Millz Boken Roadhouse,01:38:59,2018-11-3,44.39,5.19,52.69
868191,Estefana Augustyn,Nitecap,20:07:14,2018-11-6,82.05,8.77,96.56
797189,Estefana Augustyn,Please Don't Tell,18:59:12,2018-11-16,35.74,4.35,42.59
601433,Estefana Augustyn,The Aviary NYC,15:01:40,2018-11-23,42.16,6.58,51.69
841723,Estefana Augustyn,The Aviary NYC,11:58:58,2018-11-30,70.07,7.07,82.05
685533,Estefana Augustyn,Vaughan's Public House,12:00:32,2018-11-26,32.86,3.55,38.71
638318,Estefana Lasch,G.Millz Boken Roadhouse,02:17:59,2018-11-13,113.21,20.66,141.8
243074,Estefana Lasch,Pilsner Haus & Biergarden,17:13:10,2018-11-23,37.93,3.86,44.44
332568,Estefana Lasch,Pilsner Haus & Biergarden,00:29:42,2018-11-17,82.32,16.15,104.23
337613,Estefana Lasch,Pilsner Haus & Biergarden,23:16:02,2018-11-1,16.96,2.42,20.57
544708,Estefana Lasch,Pilsner Haus & Biergarden,20:34:18,2018-11-1,91.31,13.28,110.98
622308,Estefana Lasch,Pilsner Haus & Biergarden,11:41:26,2018-11-24,90.8,11.75,108.91
742642,Estefana Lasch,Pilsner Haus & Biergarden,18:45:57,2018-11-17,34.92,3.64,41
802113,Estefana Lasch,Pilsner Haus & Biergarden,21:50:26,2018-11-15,38.42,5.6,46.71
856933,Estefana Lasch,Pilsner Haus & Biergarden,00:06:00,2018-11-29,91.32,9.4,107.11
572183,Estefana Lasch,The Winston,16:28:19,2018-11-16,58.8,10.58,73.49
116113,Estefana Lasch,Zack's Oak Bar & Restaurant,23:36:00,2018-11-27,63.33,12.18,79.94
823608,Estefana Lasch,Zack's Oak Bar & Restaurant,16:11:06,2018-11-22,70.81,13.64,89.41
204518,Ethelene Schimke,The Shepherd & the Knucklehead,16:42:23,2018-11-15,82.7,15.95,104.44
209980,Ethelene Schimke,The Winston,22:02:31,2018-11-6,34.84,6.39,43.67
342107,Ethelene Schimke,The Winston,18:07:33,2018-11-16,48.78,9.17,61.36
438681,Ethelene Schimke,The Winston,16:10:53,2018-11-8,9.95,1.17,11.81
547672,Ethelene Schimke,The Winston,21:12:09,2018-11-3,18.42,3.23,22.94
286076,Ethyl Selke,Clover Club,23:18:36,2018-11-23,46.23,6.96,56.43
151521,Ethyl Selke,Employees Only,23:17:29,2018-11-16,17.94,3.41,22.6
137037,Eugenio Stong,Dear Irving,15:04:00,2018-11-30,71.36,11.96,88.32
749056,Eugenio Stong,Federal Cafe,20:16:30,2018-11-3,48.35,8.34,60.07
342207,Eugenio Stong,Moran's,18:59:17,2018-11-18,114.28,17.46,139.74
615838,Eugenio Stong,Pig's Eye Pub,17:22:58,2018-11-3,29.92,5.87,37.88
386408,Eugenio Stong,Pouring Ribbons,17:44:15,2018-11-24,51.87,5.47,60.97
463513,Eula Elvira,Cork City,18:49:11,2018-11-9,26.42,5.22,33.49
115168,Eula Elvira,Finnegan's Pub,15:33:01,2018-11-18,75.85,9.49,90.65
180797,Eula Elvira,Finnegan's Pub,18:39:18,2018-11-1,52.81,9.86,66.36
191441,Eula Elvira,Finnegan's Pub,17:51:11,2018-11-30,21.92,3.57,27.03
433873,Eula Elvira,Finnegan's Pub,09:22:39,2018-11-12,42.23,7.51,52.7
455411,Eula Elvira,Finnegan's Pub,17:49:07,2018-11-16,23.62,4.1,29.37
747914,Eula Elvira,Finnegan's Pub,23:41:48,2018-11-5,67.76,12.47,84.97
870044,Eula Elvira,Finnegan's Pub,18:20:48,2018-11-23,38.47,5.88,47.04
973082,Eula Elvira,Finnegan's Pub,18:02:39,2018-11-29,51.03,5.11,59.71
978499,Eula Elvira,Finnegan's Pub,22:53:00,2018-11-2,37.46,7.46,47.55
355875,Eula Elvira,Pilsner Haus & Biergarden,20:33:16,2018-11-20,71.86,13.6,90.49
763963,Eula Elvira,The Pig and Parrot,16:58:24,2018-11-30,98.28,13.03,118.19
111948,Eula Elvira,The Winston,20:18:36,2018-11-23,62.59,12.23,79.2
306671,Euna Blackstone,Bar Goto,17:18:54,2018-11-2,56.12,8,68.04
342720,Euna Blackstone,Death & Company,00:41:40,2018-11-16,27.39,4.97,34.27
684474,Euna Blackstone,Dutch Kills,23:44:34,2018-11-11,4.78,0.82,5.94
263320,Euna Blackstone,The Aviary NYC,00:02:05,2018-11-24,15.96,2.05,19.13
267821,Eunice Owusu,Federal Cafe,23:37:38,2018-11-23,59.82,11.69,75.7
841967,Evelia Linton,Bar5,16:41:50,2018-11-23,46.38,7.66,57.28
943263,Evelia Linton,Pig's Eye Pub,11:21:01,2018-11-2,39.39,7.78,49.93
176355,Evelia Linton,The Blind Pig Pizza,00:16:23,2018-11-17,61.82,10.76,76.9
285369,Evelia Linton,The Blind Pig Pizza,20:35:11,2018-11-25,67.05,12.95,84.69
453131,Evelia Linton,The Blind Pig Pizza,13:21:53,2018-11-25,41.86,5.35,50.14
173218,Eveline Ramires,Tørst,00:29:48,2018-11-18,34.87,4.49,41.81
487886,Evette Wedding,Aldo Sohm Wine Bar,23:30:58,2018-11-26,40.38,7.74,50.94
787520,Evette Wedding,Nitecap,14:27:50,2018-11-18,60.05,8.78,73.03
867875,Evette Wedding,Primo's,21:17:53,2018-11-19,39.9,5.21,47.9
186049,Evette Wedding,Raines Law Room,23:20:38,2018-11-3,5.98,1.15,7.55
520724,Evette Wedding,Side Bar,21:31:24,2018-11-22,62.3,7.38,74.04
753373,Evette Wedding,The Honeywell,17:16:41,2018-11-3,48.15,5.93,57.45
173644,Evia Miltenberger,Aldo Sohm Wine Bar,18:33:19,2018-11-22,8.47,0.92,9.99
581084,Evia Miltenberger,Broken Shaker,04:39:36,2018-11-2,12.45,2.44,15.76
942482,Evia Miltenberger,Holiday Cocktail Lounge,18:46:08,2018-11-27,32.19,3.58,38.03
346368,Evia Miltenberger,The Winston,18:12:54,2018-11-3,10.47,1.37,12.57
939649,Evie Fisk,Attaboy,17:24:45,2018-11-20,4.98,0.95,6.28
756393,Evie Fisk,Federal Cafe,00:01:51,2018-11-3,29.91,5.88,37.89
968252,Evie Fisk,Pig's Eye Pub,19:51:13,2018-11-10,66.32,11.24,82.21
942784,Evie Fisk,The Press,23:13:50,2018-11-11,50.83,8.11,62.5
165666,Evie Fisk,Vaughan's Public House,20:06:58,2018-11-26,82.9,10.01,98.72
184295,Fabiola Molden,Holiday Cocktail Lounge,23:21:59,2018-11-26,39.32,6.42,48.5
910951,Fabiola Molden,Pig's Eye Pub,14:48:19,2018-11-23,68.28,8.81,81.87
823546,Fabiola Molden,Pilsner Haus & Biergarden,13:07:19,2018-11-17,52.88,7.8,64.39
610054,Fabiola Molden,The Blind Pig Pizza,21:32:35,2018-11-13,57.92,7.55,69.52
280553,Fairy Edwards,Blind Tiger Ale House,16:01:02,2018-11-3,41.3,7.96,52.15
415728,Fairy Edwards,Clover Club,22:16:59,2018-11-10,59.31,6.21,69.67
484914,Fairy Edwards,Mayahuel,18:11:36,2018-11-16,22.95,3.72,28.27
337765,Fairy Edwards,Slowly Shirley,01:08:16,2018-11-15,104.85,20.6,132.79
410347,Fairy Edwards,Slowly Shirley,01:13:54,2018-11-6,39.42,5.82,48
603260,Fairy Edwards,Slowly Shirley,20:41:51,2018-11-5,129.05,25.47,163.55
909731,Fairy Edwards,Slowly Shirley,14:15:18,2018-11-19,21.96,2.74,26.24
721099,Fairy Edwards,The NoMad Bar,23:28:32,2018-11-23,37.62,4.98,45.23
375383,Farah Lantigua,G.Millz Boken Roadhouse,13:03:08,2018-11-2,35.27,3.68,41.42
856415,Farah Lantigua,Moran's,15:46:36,2018-11-17,70.56,12.11,87.61
660034,Farah Lantigua,The Ale House,00:13:55,2018-11-26,65.07,9.62,79.25
149905,Farah Lantigua,Wilton House,03:00:00,2018-11-11,48.26,6.26,57.9
366515,Farah Lantigua,Wilton House,18:10:45,2018-11-24,39.88,6.78,49.45
374094,Farah Lantigua,Wilton House,20:03:48,2018-11-6,35.68,6.33,44.5
426116,Farah Lantigua,Wilton House,21:02:30,2018-11-2,36.87,4.96,44.41
560124,Farah Lantigua,Wilton House,17:38:23,2018-11-8,54.65,8.49,66.96
605952,Farah Lantigua,Wilton House,17:02:51,2018-11-11,24.93,3.17,29.84
769196,Farah Lantigua,Wilton House,02:43:57,2018-11-30,5.9,0.9,7.21
822716,Farah Lantigua,Wilton House,21:29:25,2018-11-3,60.13,9.31,73.65
736003,Fatimah Plowman,Death & Company,20:53:33,2018-11-25,2.99,0.31,3.51
935534,Fatimah Plowman,Moran's,02:16:02,2018-11-11,84.33,8.62,98.85
140828,Fatimah Plowman,Nitecap,16:08:56,2018-11-13,24.86,3.11,29.71
187873,Fatimah Plowman,Rocking Horse Saloon,20:19:14,2018-11-17,83.76,13.66,103.29
251307,Fatimah Plowman,Vaughan's Public House,23:13:33,2018-11-26,96.61,11.64,115.01
365482,Federico Erne,Finnegan's Pub,12:24:07,2018-11-15,67.96,12.81,85.53
149862,Federico Erne,G.Millz Boken Roadhouse,17:24:04,2018-11-27,39.9,5.69,48.38
190514,Federico Erne,G.Millz Boken Roadhouse,17:24:12,2018-11-18,32.9,4.11,39.32
607404,Federico Erne,G.Millz Boken Roadhouse,18:25:08,2018-11-23,54.35,8.92,67.08
903504,Federico Erne,The Pig and Parrot,13:12:19,2018-11-9,81.81,11.26,98.8
192767,Federico Erne,Zack's Oak Bar & Restaurant,00:21:40,2018-11-17,55.86,9.87,69.64
382460,Felica Seaver,Louise & Jerry's,22:35:52,2018-11-11,65.3,8.44,78.32
621249,Felicidad Christner,Dante,00:05:54,2018-11-27,26.86,4.33,33.07
424796,Felicidad Christner,Moran's,12:58:12,2018-11-9,19.95,2.28,23.63
571062,Felicidad Christner,The Pig and Parrot,02:05:11,2018-11-3,80.81,14.35,100.82
704395,Felisa Fleetwood,Mulligan's,17:14:36,2018-11-10,39.38,6.96,49.09
308663,Felisa Fleetwood,Northern Soul,19:48:17,2018-11-29,52.83,7.2,63.73
285098,Felisa Fleetwood,The Press,17:09:15,2018-11-24,49.34,8.81,61.6
596519,Felisa Fleetwood,The Press,14:57:20,2018-11-10,27.4,4.05,33.37
144342,Fern Speir,Dutch Kills,14:07:12,2018-11-11,40.37,6.92,50.11
187036,Fern Speir,Dutch Kills,23:19:13,2018-11-8,24.91,2.54,29.19
273416,Fern Speir,Dutch Kills,15:04:07,2018-11-25,40.34,4.43,47.59
470285,Fern Speir,Dutch Kills,21:52:33,2018-11-13,39.37,7.5,49.63
563542,Fern Speir,Dutch Kills,11:43:39,2018-11-9,31.91,3.68,37.82
700333,Fern Speir,Dutch Kills,23:40:25,2018-11-30,62.99,12.43,79.83
883865,Fern Speir,Dutch Kills,08:44:26,2018-11-23,17.45,1.75,20.43
920681,Fern Speir,Dutch Kills,21:24:17,2018-11-22,39.82,5.08,47.68
966457,Fern Speir,Dutch Kills,22:28:47,2018-11-23,28.66,3.34,34
687437,Fernanda Greenwood,Angel's Share,23:44:56,2018-11-4,28.93,5.5,36.45
739662,Fernanda Greenwood,G.Millz Boken Roadhouse,11:16:20,2018-11-29,74.1,7.51,86.8
546276,Fernanda Greenwood,Pilsner Haus & Biergarden,02:04:45,2018-11-30,27.95,3.85,33.76
135474,Fernanda Greenwood,The Blind Pig Pizza,11:55:25,2018-11-18,11.96,1.75,14.54
173620,Fernanda Greenwood,The Dead Rabbit,22:46:35,2018-11-3,44.91,8.65,56.71
529324,Fernanda Greenwood,The Dead Rabbit,17:23:47,2018-11-9,76.81,12.83,95.02
613888,Fernanda Timko,Aldo Sohm Wine Bar,13:03:38,2018-11-12,49.35,7.04,59.85
757092,Fernanda Timko,Blind Tiger Ale House,17:43:06,2018-11-2,56.39,6.29,66.63
119117,Fernanda Timko,Cork City,23:32:47,2018-11-5,16.94,2.98,21.11
143096,Fernanda Timko,Death & Company,07:56:11,2018-11-6,36.86,5.41,44.85
734185,Fernanda Timko,Mace,23:19:21,2018-11-23,5.98,0.66,7.06
317322,Fidela Hannibal,Moran's,21:15:55,2018-11-9,19.45,2.7,23.51
714605,Fidela Hannibal,The Honeywell,17:29:08,2018-11-1,55.1,10.9,69.85
417817,Flora Valderas,Dutch Kills,11:54:55,2018-11-26,38.53,3.92,45.14
740067,Flora Valderas,Moran's,11:33:28,2018-11-10,39.42,5.41,47.59
871241,Flora Valderas,The NoMad Bar,01:06:54,2018-11-19,39.9,6.35,49.04
306593,Florentina Matson,Pegu Club,22:36:01,2018-11-3,44.34,4.97,52.41
705274,Fred Fast,Bar Goto,20:03:23,2018-11-13,29.35,3.3,34.7
703385,Fred Fast,Clover Club,16:18:13,2018-11-25,35.38,4.69,42.54
896526,Fred Fast,DC's Tavern,21:01:02,2018-11-4,139.86,14.19,163.84
217552,Fred Fast,Wilton House,16:09:29,2018-11-29,62.69,7.82,74.9
386951,Frederic Schade,McSorley's Old Ale House,18:29:32,2018-11-2,56.86,10.56,71.4
745765,Frederic Schade,McSorley's Old Ale House,16:40:29,2018-11-10,10.47,1.83,13.03
418072,Frederic Schade,Pegu Club,21:05:50,2018-11-23,38.31,6.13,47.12
438128,Frederic Schade,Pegu Club,18:42:25,2018-11-24,75.61,11.82,92.72
449711,Frederic Schade,Pegu Club,13:55:17,2018-11-17,8.96,1.03,10.62
500930,Frederic Schade,Pegu Club,19:44:02,2018-11-23,54.26,7.08,65.14
761535,Frederic Schade,Pegu Club,18:48:01,2018-11-8,7.46,1.1,9.08
261437,Frederic Schade,The Aviary NYC,16:46:53,2018-11-29,99.94,14.99,121.93
194776,Frederic Schade,The NoMad Bar,22:08:13,2018-11-23,136.71,15.73,162.01
373683,Frederic Schade,The NoMad Bar,15:11:58,2018-11-13,101.32,11.62,120.03
676830,Fredrick Terrones,Angel's Share,00:38:03,2018-11-1,118.79,19.46,146.57
109456,Fumiko Patlan,Holiday Cocktail Lounge,17:14:21,2018-11-10,7.96,1.02,9.54
405906,Fumiko Patlan,Pouring Ribbons,18:41:12,2018-11-17,27.92,4.74,34.61
975081,Fumiko Patlan,The NoMad Bar,13:15:37,2018-11-30,86.38,14.56,106.99
610631,Gabriela Mackay,Mace,16:48:11,2018-11-9,91.73,14.87,113.02
591053,Gabriela Mackay,Side Bar,11:57:34,2018-11-8,49.86,6.2,59.55
478183,Gabriela Mackay,The Honeywell,15:02:52,2018-11-25,48.87,7.58,59.87
565255,Gala Hong,Mace,23:27:16,2018-11-5,53.78,10.48,68.02
211902,Gala Hong,Pouring Ribbons,16:22:31,2018-11-17,44.87,4.51,52.52
271557,Gala Hong,Slowly Shirley,13:12:13,2018-11-19,87.84,17.39,111.38
427659,Gala Hong,Slowly Shirley,00:48:23,2018-11-3,27.2,5.2,34.31
433233,Gala Hong,Slowly Shirley,17:01:50,2018-11-8,53.39,7.52,64.65
456482,Gala Hong,Slowly Shirley,20:45:23,2018-11-11,54.41,6.57,64.79
505088,Gala Hong,Slowly Shirley,21:29:54,2018-11-1,58.43,6.68,69.2
793740,Gala Hong,Slowly Shirley,01:02:11,2018-11-13,175.93,30.86,219.1
454943,Garfield Rieger,Angel's Share,12:41:51,2018-11-22,47.4,6.13,56.85
409452,Garfield Rieger,Blind Tiger Ale House,17:28:00,2018-11-24,104.31,13.06,124.67
143436,Garfield Rieger,Dante,23:36:00,2018-11-3,23.87,2.81,28.35
274664,Garfield Rieger,Dante,17:13:22,2018-11-26,8.65,1.33,10.59
395395,Garfield Rieger,Dante,11:43:29,2018-11-23,5.96,0.9,7.28
697372,Garfield Rieger,Dante,11:57:41,2018-11-3,14.92,1.55,17.51
808587,Garfield Rieger,Dante,11:24:38,2018-11-4,17.59,2.77,21.59
192002,Garth Mascia,The Aviary NYC,17:59:26,2018-11-16,53.34,9.79,66.86
616236,Garth Mascia,Wilton House,22:53:36,2018-11-13,55.33,9.74,68.95
204249,Gaston Byron,DC's Tavern,18:19:17,2018-11-18,47.21,9.24,59.76
480023,Gaston Byron,DC's Tavern,22:22:56,2018-11-17,37.41,5.57,45.6
578339,Gaston Byron,DC's Tavern,23:45:45,2018-11-2,26.21,4.13,32.17
768217,Gaston Byron,DC's Tavern,15:36:58,2018-11-23,29.96,4.49,36.54
804691,Gaston Byron,DC's Tavern,18:07:30,2018-11-30,67.61,8.4,80.75
857041,Gaston Byron,DC's Tavern,18:00:28,2018-11-25,26.2,4.94,32.97
309446,Gaston Byron,The Ale House,00:13:45,2018-11-27,73.79,8.91,87.87
124944,Gaylord Jett,Maison Premiere,17:20:12,2018-11-10,48.13,9.42,60.91
560164,Genevieve Schrage,Angel's Share,11:12:12,2018-11-3,57.57,6.23,67.83
898866,Genevieve Schrage,Attaboy,22:26:03,2018-11-24,5.98,1.12,7.52
972150,Genevieve Schrage,Blind Tiger Ale House,17:27:45,2018-11-2,54.2,7.06,65.05
440056,Genevieve Schrage,Grand Vin,20:42:07,2018-11-22,43.71,8.58,55.35
172597,Genevieve Schrage,L BAR,08:38:23,2018-11-5,38.43,7.33,48.45
316134,Genevieve Schrage,Maison Premiere,23:10:50,2018-11-29,94.41,12.76,113.78
537728,Genevieve Schrage,Tørst,21:59:30,2018-11-2,23.4,3.93,28.97
408313,Genna Veit,Nitecap,17:29:50,2018-11-11,18.43,2.72,22.44
429824,Genna Veit,Raines Law Room,14:41:32,2018-11-23,19.94,3.89,25.22
928633,Genna Veit,Side Bar,14:31:02,2018-11-20,6.48,1.28,8.21
532547,Genna Veit,Tørst,12:18:54,2018-11-4,61.47,8.31,74.09
787866,George Meloy,Ghost Donkey,16:14:21,2018-11-22,36.47,6.89,45.92
522557,George Meloy,Maison Premiere,17:27:18,2018-11-6,26.75,5.06,33.68
218779,George Meloy,Side Bar,04:44:33,2018-11-25,25.92,4.35,32.08
492018,George Ragsdale,Blind Tiger Ale House,00:30:00,2018-11-23,48.67,8.71,60.79
942857,George Ragsdale,Pegu Club,22:35:39,2018-11-18,21.87,2.93,26.33
555432,Georgette Gautier,Employees Only,21:18:42,2018-11-2,38.76,5.83,47.3
665887,Georgette Gautier,G.Millz Boken Roadhouse,16:16:40,2018-11-22,64.82,11.26,80.62
346523,Georgette Gautier,Maison Premiere,20:41:22,2018-11-15,34.67,3.9,41
374905,Georgette Gautier,Pig's Eye Pub,01:06:00,2018-11-4,53.37,5.51,62.62
322711,Georgette Gautier,The Blind Pig Pizza,19:58:01,2018-11-17,100.2,10.31,117.53
903084,Georgiann Corzine,Aldo Sohm Wine Bar,18:51:53,2018-11-26,78.33,14.91,98.73
150632,Georgiann Corzine,Attaboy,23:05:09,2018-11-29,44.87,5.4,53.41
775841,Georgiann Corzine,The Dead Rabbit,00:14:41,2018-11-2,39.71,6.66,49.15
122790,Georgiann Corzine,The Honeywell,03:00:00,2018-11-25,35.77,5.42,43.7
204206,Georgiann Corzine,The Honeywell,02:26:02,2018-11-4,102.08,18.9,128.12
523207,Georgiann Corzine,The Honeywell,19:27:17,2018-11-16,84.82,14.7,105.46
609032,Georgiann Corzine,The Honeywell,22:08:05,2018-11-5,20.93,4.16,26.56
775187,Georgiann Corzine,The Honeywell,15:39:13,2018-11-17,23.43,4.41,29.48
782453,Georgiann Corzine,The Honeywell,17:57:15,2018-11-2,20.03,3,24.43
903378,Georgiann Corzine,The Honeywell,17:19:06,2018-11-24,27.41,5.21,34.54
479918,Georgiann Corzine,The NoMad Bar,15:28:23,2018-11-3,123.25,18.69,150.57
578340,Georgiann Corzine,The NoMad Bar,17:28:05,2018-11-26,143.53,26.99,180.56
994542,Georgiann Corzine,The NoMad Bar,11:20:57,2018-11-20,35.32,4.15,41.94
603306,Gerald Mckoy,Grand Vin,00:17:16,2018-11-24,37.4,4.45,44.47
443150,Gerald Mckoy,McSorley's Old Ale House,17:44:32,2018-11-30,23.45,3.52,28.61
972470,Gerald Mckoy,Raines Law Room,11:28:37,2018-11-8,61.81,7.54,73.68
123222,Gerard Treiber,Blind Tiger Ale House,19:24:39,2018-11-16,41.28,6.05,50.22
884429,Gerard Treiber,Dutch Kills,00:30:00,2018-11-16,36.36,4.63,43.54
763373,Gerard Treiber,Pouring Ribbons,18:05:44,2018-11-27,43.88,6.27,53.22
406196,Gerard Treiber,The Aviary NYC,22:32:36,2018-11-16,64.48,9.18,78.18
889790,Gerry Postma,Death & Company,22:10:35,2018-11-23,2.99,0.56,3.76
173118,Gerry Postma,The Honeywell,03:00:00,2018-11-11,59.33,6.94,70.42
121023,Gertrud Catto,Black Bear Bar & Grill,19:53:02,2018-11-23,38.83,6.35,47.9
288861,Gertrud Catto,Black Bear Bar & Grill,13:44:41,2018-11-17,51.79,8.81,64.22
416357,Gertrud Catto,Black Bear Bar & Grill,23:57:16,2018-11-18,31.45,4.81,38.46
419244,Gertrud Catto,Black Bear Bar & Grill,23:05:11,2018-11-5,47.6,9.04,59.98
500184,Gertrud Catto,Black Bear Bar & Grill,11:58:54,2018-11-30,17.43,2.29,20.94
544950,Gertrud Catto,Black Bear Bar & Grill,02:59:28,2018-11-23,47.07,7.83,58.19
194692,Gertrud Catto,Louise & Jerry's,19:30:22,2018-11-1,66.29,9.25,80.18
454500,Gertrud Catto,Northern Soul,22:55:55,2018-11-24,73.74,13.58,92.48
882791,Gia Mireles,Clover Club,16:31:02,2018-11-5,27.91,3.44,33.3
512310,Gia Mireles,Cork City,01:03:01,2018-11-12,3.49,0.7,4.43
317740,Gia Mireles,Moran's,23:44:44,2018-11-6,55.47,7.78,67.13
909498,Gia Mireles,Mulligan's,19:16:19,2018-11-26,25.9,3.8,31.51
436518,Gia Mireles,The Shepherd & the Knucklehead,12:09:41,2018-11-3,79.77,15.63,100.98
908128,Gigi Mcewan,Dutch Kills,16:31:00,2018-11-30,35.15,5.64,43.25
758519,Gigi Mcewan,Federal Cafe,20:02:01,2018-11-10,47.86,6.46,57.67
772123,Gil Millspaugh,Holiday Cocktail Lounge,17:07:42,2018-11-29,34.33,6.62,43.35
667285,Gil Millspaugh,Pouring Ribbons,22:15:44,2018-11-30,75.78,15.09,96.17
452700,Gil Millspaugh,Primo's,22:10:19,2018-11-20,26.86,4.21,32.95
644543,Gil Millspaugh,Primo's,22:53:32,2018-11-10,14.95,1.74,17.74
793868,Gil Millspaugh,Primo's,23:17:59,2018-11-17,18.45,2.59,22.33
906805,Gil Millspaugh,Primo's,16:08:49,2018-11-16,53.79,6.34,63.89
954692,Gil Millspaugh,Primo's,11:53:04,2018-11-17,111.39,13.49,132.68
206348,Gil Millspaugh,The Honeywell,19:21:38,2018-11-24,26.61,3.85,32.33
364048,Gil Millspaugh,The Honeywell,21:29:06,2018-11-16,21.93,3.85,27.31
406539,Gil Millspaugh,The Honeywell,16:27:21,2018-11-23,48.57,6.45,58.42
498544,Gilberte Broadwater,The NoMad Bar,20:00:00,2018-11-15,69.16,8.13,82.13
791389,Gilberte Broadwater,The Russian Lady,16:03:13,2018-11-25,69.79,10.35,85.02
734147,Gilberte Broadwater,Wilton House,21:17:09,2018-11-16,29.41,4.39,35.86
808889,Gina Weigel,Black Bear Bar & Grill,23:46:33,2018-11-17,94.64,11.13,112.39
104020,Gina Weigel,DC's Tavern,22:19:58,2018-11-26,76.4,11.95,93.7
659647,Gina Weigel,DC's Tavern,17:06:45,2018-11-10,59.88,10.81,74.88
835420,Gina Weigel,Grand Vin,22:42:00,2018-11-23,54.85,6.34,65.03
370756,Gina Weigel,The Winston,22:41:20,2018-11-18,46.83,8.61,58.72
662058,Gina Weigel,The Winston,17:28:30,2018-11-10,38.79,6.99,48.5
681793,Gina Weigel,The Winston,11:09:37,2018-11-3,48.01,6.33,57.7
395098,Gina Weigel,Zack's Oak Bar & Restaurant,23:19:30,2018-11-18,45.39,6.2,54.77
120610,Giovanny Malsam,Holiday Cocktail Lounge,23:12:56,2018-11-22,23.37,2.36,27.36
122441,Giovanny Malsam,Holiday Cocktail Lounge,22:10:32,2018-11-6,46.78,6.89,56.94
267364,Giovanny Malsam,Holiday Cocktail Lounge,01:04:37,2018-11-6,30.87,5.94,38.97
423119,Giovanny Malsam,Holiday Cocktail Lounge,17:51:02,2018-11-18,4.98,0.7,6.03
504550,Giovanny Malsam,Holiday Cocktail Lounge,22:28:58,2018-11-30,49.57,9.05,62.09
902983,Giovanny Malsam,Holiday Cocktail Lounge,21:13:43,2018-11-20,25.39,3.11,30.28
863395,Glady Millette,Clover Club,19:23:53,2018-11-9,25.7,3.99,31.49
469336,Glady Millette,The NoMad Bar,01:12:57,2018-11-29,98.12,16.02,121.01
208278,Glady Millette,The Pig and Parrot,11:37:49,2018-11-26,106.25,13.97,127.66
681056,Gonzalo Lester,Dear Irving,11:20:31,2018-11-4,91.84,11.7,109.97
922052,Gonzalo Lester,Mulligan's,16:58:31,2018-11-6,28.42,5.07,35.48
205025,Gordon Duchesne,Side Bar,18:28:14,2018-11-22,8.97,1.55,11.15
246718,Gordon Duchesne,Side Bar,22:34:28,2018-11-2,89.22,17.69,113.15
281542,Gordon Duchesne,Side Bar,11:09:01,2018-11-17,22.93,4.36,28.89
338641,Gordon Duchesne,Side Bar,20:25:13,2018-11-11,36.39,5.95,44.89
784702,Gordon Duchesne,Side Bar,22:17:41,2018-11-30,24.43,3.24,29.38
343658,Gordon Duchesne,The Press,21:33:06,2018-11-30,38.87,7.48,49.07
361998,Gordon Duchesne,The Russian Lady,23:14:18,2018-11-23,82.23,8.7,96.69
786146,Grazyna Digiovanni,The Blind Pig Pizza,17:38:00,2018-11-12,79.78,13.87,99.24
904224,Grazyna Digiovanni,The Pig and Parrot,11:18:51,2018-11-19,15.96,2.75,19.83
502878,Greg Sipp,Attaboy,00:28:14,2018-11-20,29.89,3.2,35.19
624133,Greg Sipp,Attaboy,21:29:56,2018-11-9,26.19,4.43,32.46
879784,Greg Sipp,Dear Irving,17:34:46,2018-11-16,87.52,12.9,106.55
833147,Greg Sipp,Primo's,07:10:52,2018-11-18,98.74,15.99,121.65
387899,Greg Sipp,Wilton House,23:35:19,2018-11-23,27.93,3.28,33.16
268308,Gregorio Krupp,Blind Tiger Ale House,21:23:52,2018-11-10,41.88,8.08,52.89
792924,Gregorio Krupp,Mace,00:03:50,2018-11-26,85.15,14.29,105.4
897390,Gregorio Krupp,The Ale House,16:23:54,2018-11-29,55.32,7.59,66.78
462871,Gretta Bourke,Death & Company,22:52:27,2018-11-1,22.42,2.27,26.26
