name,bar,transaction_id,subtotal,tip,total
Daron Whalley,Side Bar,473931,65.3,0.19,83.16
Daron Whalley,Zack’s Oak Bar & Restaurant,405131,30.91,0.13,37.51
Darwin Waits,Blind Tiger Ale House,584150,6.38,0.13,7.7
Darwin Waits,Employees Only,118103,34.61,0.12,41.6
Darwin Waits,Federal Cafe,240708,17.96,0.2,23.01
Darwin Waits,Side Bar,478243,81.27,0.1,95.93
Darwin Waits,Side Bar,513414,51.35,0.14,62.55
Davida Riley,Bar5,732629,54.86,0.12,65.84
Davida Riley,Please Don't Tell,797535,29.93,0.13,36.26
Davida Trimm,Attaboy,340266,20.19,0.11,23.9
Davida Trimm,Dutch Kills,446516,19.44,0.19,24.84
Davida Trimm,Slowly Shirley,559183,41.92,0.15,51.65
Dean Chapdelaine,Cooper’s Union,207945,62.3,0.15,76.84
Dean Chapdelaine,Cooper’s Union,250112,12.95,0.18,16.3
Dean Chapdelaine,Mulligan’s,992297,113.17,0.13,136.52
Dean Chapdelaine,The Ale House,548281,37.35,0.18,47.19
Dean Chapdelaine,The Ale House,581663,29.39,0.19,37.57
Dean Chapdelaine,The Ale House,767043,31.87,0.19,40.46
Dean Chapdelaine,The Ale House,880633,41.86,0.16,52.01
Dean Chapdelaine,The Ale House,961869,60.79,0.17,75.86
Deandra Malbon,Employees Only,108318,36.86,0.19,46.86
Deandra Malbon,The Aviary NYC,833719,2.99,0.16,3.71
Deandra Malbon,The Honeywell,844935,55.21,0.17,69.19
Deandra Malbon,The NoMad Bar,273186,70.64,0.11,84.09
Deb Trundy,Attaboy,918615,76.07,0.15,93.83
Deb Trundy,Death & Company,242319,2.49,0.12,2.97
Deb Trundy,Please Don't Tell,926805,82.07,0.14,99.76
Debera Maisch,The NoMad Bar,776726,52.89,0.18,66.61
Debera Maisch,Tørst,129421,60.16,0.11,71.44
Debera Maisch,Tørst,216782,71.22,0.18,89.74
Debera Maisch,Tørst,457076,37.28,0.14,45.43
Debera Maisch,Tørst,488896,49.7,0.14,60.78
Debera Maisch,Tørst,550257,77.85,0.18,98.25
Debera Maisch,Tørst,620482,17.33,0.14,21.07
Debera Maisch,Tørst,632226,24.77,0.15,30.4
Debera Maisch,Tørst,866964,31.74,0.14,38.61
Debera Maisch,Tørst,940199,9.47,0.15,11.67
Debrah Hixson,Attaboy,402259,100.15,0.14,121.89
Debrah Hixson,Grand Vin,966077,40.98,0.17,51.43
Debrah Hixson,Mace,659236,62.14,0.12,74.64
Debrah Hixson,The Press,164809,46.83,0.19,59.52
Debrah Hixson,Zack’s Oak Bar & Restaurant,559363,50.86,0.2,65.23
Dedra Goodale,DC’s Tavern,405742,80.31,0.13,97.05
Dedra Goodale,DC’s Tavern,473661,62.11,0.14,76.04
Dedra Goodale,DC’s Tavern,640836,154.17,0.11,183.79
Dedra Goodale,DC’s Tavern,827129,77.3,0.11,91.53
Dedra Goodale,Grand Vin,756191,61.62,0.11,73.42
Dedra Goodale,Grand Vin,837281,60.74,0.11,72.25
Deena Olmedo,Pouring Ribbons,155619,31.9,0.18,40.28
Deena Olmedo,The Honeywell,631137,57.84,0.15,71.35
Delaine Nader,Finnegan’s Pub,623712,14.95,0.11,17.78
Delaine Nader,McSorley’s Old Ale House,474248,24.43,0.14,29.75
Delaine Nader,Please Don't Tell,563730,54.27,0.11,64.5
Delaine Nader,The Dead Rabbit,531724,135.8,0.14,164.95
Delcie Dimuzio,Finnegan’s Pub,668156,60.17,0.12,72.04
Delcie Dimuzio,Northern Soul,173069,39.6,0.18,49.86
Delcie Dimuzio,Northern Soul,392531,29.34,0.1,34.57
Delcie Dimuzio,Northern Soul,394531,18.02,0.12,21.55
Delcie Dimuzio,Northern Soul,733016,60.27,0.18,76.23
Delcie Dimuzio,Northern Soul,791375,30.77,0.11,36.64
Delcie Dimuzio,Northern Soul,843052,59.5,0.13,71.63
Delcie Dimuzio,Northern Soul,978116,28.09,0.19,35.73
Delcie Dimuzio,The Pig and Parrot,400975,20.95,0.13,25.38
Delcie Dimuzio,Wilton House,603311,26.92,0.14,32.86
Delicia Michalowski,Pilsner Haus & Biergarden,356377,8.98,0.19,11.45
Delicia Michalowski,The Shepherd & the Knucklehead,275891,26.92,0.18,34.09
Delicia Michalowski,The Shepherd & the Knucklehead,278241,28.91,0.14,35.16
Delicia Michalowski,The Shepherd & the Knucklehead,438437,92.51,0.15,113.39
Delicia Michalowski,The Shepherd & the Knucklehead,579513,22.93,0.11,27.27
Delicia Michalowski,Wilton House,399715,43.72,0.16,54.45
Demarcus Kohut,Dear Irving,372351,62.38,0.13,75.32
Demarcus Parker,Clover Club,642764,27.6,0.11,32.7
Demarcus Parker,Raines Law Room,468881,51.35,0.19,65.18
Demarcus Parker,Side Bar,680013,59.82,0.13,72.48
Demarcus Parker,Tørst,439481,60.24,0.19,76.87
Demetrice Prom,Bar Goto,414838,26.89,0.15,33.04
Demetrice Prom,Louise & Jerry’s,450018,9.96,0.15,12.26
Demetrice Prom,The Russian Lady,856425,43.88,0.16,54.69
Demetrice Prom,The Shepherd & the Knucklehead,566629,48.85,0.13,59.18
Desire Pelzer,L BAR,233126,72.3,0.11,85.53
Desire Pelzer,L BAR,636358,19.95,0.17,25.05
Desire Pelzer,The Russian Lady,145795,39.9,0.11,47.33
Desire Pelzer,The Russian Lady,165829,41.37,0.12,49.63
Desire Pelzer,The Russian Lady,361366,86.77,0.1,102.41
Desire Pelzer,The Russian Lady,437313,41.36,0.13,49.98
Desire Pelzer,The Russian Lady,451339,32.39,0.15,39.83
Desire Pelzer,The Russian Lady,485359,31.61,0.15,38.95
Desire Pelzer,The Russian Lady,805091,47.94,0.1,56.43
Desire Pelzer,The Russian Lady,901197,26.91,0.16,33.33
Devin Arora,Rocking Horse Saloon,310790,29.91,0.2,38.26
Devin Arora,Rocking Horse Saloon,367187,18.44,0.17,23.17
Devin Arora,Rocking Horse Saloon,406319,18.94,0.17,23.71
Devin Arora,Rocking Horse Saloon,483309,6.98,0.18,8.78
Dewayne Ariza,Death & Company,606337,40.85,0.16,50.66
Dewayne Ariza,Employees Only,812940,36.89,0.16,45.9
Dewayne Ariza,Northern Soul,704154,34.61,0.2,44.38
Dewayne Ariza,Side Bar,992530,37.9,0.12,45.29
Dewayne Ariza,Wilton House,990841,112.68,0.18,142.87
Dexter Sparks,Black Bear Bar & Grill,168939,67.25,0.16,83.8
Dexter Sparks,Black Bear Bar & Grill,370640,17.42,0.1,20.52
Dexter Sparks,Black Bear Bar & Grill,472500,22.42,0.17,28.17
Dexter Sparks,Black Bear Bar & Grill,576855,39.33,0.14,47.84
Dexter Sparks,Black Bear Bar & Grill,677352,44.35,0.17,55.61
Dexter Sparks,Black Bear Bar & Grill,701891,33.37,0.11,39.5
Dexter Sparks,Black Bear Bar & Grill,972614,55.77,0.17,69.68
Dexter Sparks,Louise & Jerry’s,176249,66.32,0.14,81.08
Dexter Sparks,Phoenix Bar and Grille,645887,83.83,0.14,102.38
Dian Shipley,Cork City,104755,47.86,0.19,60.94
Dian Shipley,Cork City,128722,53.47,0.14,64.99
Dian Shipley,Cork City,250555,2.89,0.13,3.5
Dian Shipley,Cork City,304108,22.93,0.19,29.32
Dian Shipley,Cork City,306517,28.71,0.14,34.89
Dian Shipley,Cork City,315029,60.65,0.12,72.82
Dian Shipley,Cork City,321907,53.55,0.17,66.93
Dian Shipley,Cork City,374980,57.74,0.18,72.79
Dian Shipley,Cork City,690692,54.35,0.19,68.91
Dianna Arai,Black Bear Bar & Grill,493561,38.36,0.11,45.69
Dianna Arai,Grand Vin,176065,57.86,0.14,70.41
Dianna Arai,Northern Soul,282298,7.95,0.16,9.9
Dianna Arai,Northern Soul,402696,6.96,0.12,8.32
Dianna Arai,Northern Soul,530911,32.32,0.15,39.91
Dianna Arai,Northern Soul,721088,8.95,0.14,10.89
Dianna Arai,Northern Soul,941420,32.32,0.12,38.81
Diedre Jayne,Please Don't Tell,197993,66.18,0.15,81.79
Diedre Jayne,Rocking Horse Saloon,501296,13.96,0.16,17.4
Dierdre Shelby,Black Bear Bar & Grill,368646,57.28,0.18,72.25
Dierdre Shelby,Black Bear Bar & Grill,726375,37.83,0.14,46.25
Dierdre Shelby,Dante,216905,18.75,0.15,23.07
Dierdre Shelby,Federal Cafe,974177,31.9,0.16,39.46
Dierdre Shelby,Maison Premiere,342315,82.86,0.13,99.84
Dinah July,G.Millz Boken Roadhouse,811812,39.9,0.15,49.14
Dinah July,Mayahuel,106869,41.91,0.19,53.23
Dinah July,The Shepherd & the Knucklehead,383037,38.38,0.19,48.92
Dinah July,Tørst,183796,30.72,0.2,39.41
Dinah July,Wilton House,727617,59.78,0.12,71.42
Dion Aldaco,The Russian Lady,789190,48.57,0.15,59.74
Dionne Degreenia,Blind Tiger Ale House,768025,78.35,0.12,93.66
Dionne Degreenia,Dear Irving,128365,118.76,0.12,141.73
Dionne Degreenia,Dear Irving,200650,67.35,0.15,83.14
Dionne Degreenia,Dear Irving,474825,77.54,0.19,98.8
Dionne Degreenia,Dear Irving,780329,74.37,0.19,94.81
Dionne Degreenia,Death & Company,578775,48.31,0.17,60.37
Dionne Degreenia,Mace,143352,16.95,0.1,19.95
Dionne Degreenia,The Dead Rabbit,261903,169.02,0.15,207.84
Dolly Booe,McSorley’s Old Ale House,565386,4.99,0.19,6.38
Dolly Booe,McSorley’s Old Ale House,737024,19.96,0.16,24.73
Dolly Booe,McSorley’s Old Ale House,814860,25.93,0.16,32.28
Dolly Booe,McSorley’s Old Ale House,821446,23.94,0.14,29.33
Dolly Booe,McSorley’s Old Ale House,829502,13.96,0.12,16.78
Dolly Booe,McSorley’s Old Ale House,881214,41.88,0.13,50.67
Dolores Iverson,Carpe Diem Pub & Restaurant,878468,44.27,0.1,52.27
Dolores Iverson,Moran’s,158232,13.47,0.18,17.06
Dolores Iverson,Mulligan’s,258682,22.94,0.11,27.21
Dolores Iverson,Pilsner Haus & Biergarden,185871,68.85,0.17,85.86
Dolores Iverson,Pilsner Haus & Biergarden,219699,27.45,0.2,35.18
Dolores Iverson,Pilsner Haus & Biergarden,783298,7.98,0.12,9.57
Dolores Iverson,The Pig and Parrot,145664,103.26,0.1,121.6
Doloris Rasco,Death & Company,876242,83.73,0.12,100.34
Dominque Platner,Blind Tiger Ale House,220018,68.63,0.16,85.06
Dominque Platner,Side Bar,454793,65.27,0.14,79.57
Domonique Francia,Federal Cafe,851282,75.29,0.13,91.01
Domonique Francia,The Blind Pig Pizza,136339,7.98,0.17,10
Domonique Francia,The Blind Pig Pizza,272129,53.14,0.12,63.52
Domonique Francia,The Blind Pig Pizza,471721,47.84,0.1,56.5
Domonique Francia,The Blind Pig Pizza,582474,26.18,0.11,31.17
Domonique Francia,The Blind Pig Pizza,693770,75.52,0.1,89.12
Domonique Francia,The Blind Pig Pizza,703232,21.95,0.11,26
Domonique Francia,The Blind Pig Pizza,723145,59.1,0.18,74.4
Domonique Francia,The Blind Pig Pizza,773688,14.94,0.19,18.95
Domonique Francia,The Blind Pig Pizza,797110,64.3,0.1,75.94
Domonique Francia,The Blind Pig Pizza,848806,7.47,0.14,9.15
Domonique Francia,The Russian Lady,407236,55.02,0.11,65.59
Donette Slaten,Finnegan’s Pub,560536,8.97,0.13,10.87
Donette Slaten,Moran’s,652503,74.85,0.2,95.74
Donnette Skipper,Holiday Cocktail Lounge,824660,37.83,0.17,47.37
Donnette Skipper,Maison Premiere,947954,63.06,0.17,78.83
Dorinda Carwile,Bar Goto,227902,11.93,0.16,14.81
Dorinda Carwile,Carpe Diem Pub & Restaurant,953509,60.89,0.19,77.85
Dorinda Carwile,Cork City,372014,60.92,0.13,73.37
Dorinda Carwile,Louise & Jerry’s,792418,58.32,0.12,70.12
Dorthey Coots,Moran’s,198587,23.94,0.16,29.66
Dorthey Coots,Slowly Shirley,587389,67.68,0.1,79.96
Dorthey Coots,The Press,130665,23.92,0.12,28.63
Dottie Brooking,G.Millz Boken Roadhouse,643354,81.28,0.12,97.14
Dottie Brooking,Louise & Jerry’s,199695,57.3,0.18,72.06
Dottie Brooking,Louise & Jerry’s,201225,68.3,0.18,86.3
Dottie Brooking,Louise & Jerry’s,306396,18.95,0.14,23.19
Dottie Brooking,Louise & Jerry’s,381573,50.84,0.17,63.86
Dottie Brooking,Louise & Jerry’s,829978,42.86,0.18,54.31
Dottie Brooking,Louise & Jerry’s,852981,70.82,0.17,88.98
Dottie Brooking,Louise & Jerry’s,978555,78.79,0.11,93.69
Dottie Brooking,Moran’s,399896,185.64,0.1,218.56
Dottie Brooking,Pilsner Haus & Biergarden,559651,101.31,0.15,124.57
Dottie Brooking,The Winston,547623,45.45,0.15,55.91
Doyle Trent,Clover Club,831180,12.45,0.17,15.64
Doyle Trent,Raines Law Room,269356,73.17,0.16,91.19
Doyle Trent,The Dead Rabbit,701603,53.86,0.16,66.72
Doyle Trent,The Russian Lady,370672,2.49,0.16,3.09
Drew Ong,Black Bear Bar & Grill,790335,18.92,0.12,22.63
Drew Ong,Pouring Ribbons,740135,37.39,0.18,47.26
Drew Ong,The Honeywell,521132,8.97,0.14,10.97
Drusilla Reno,Black Bear Bar & Grill,256956,67.75,0.12,81.02
Drusilla Reno,Grand Vin,173338,42.92,0.15,53.03
Drusilla Reno,Pouring Ribbons,399892,14.45,0.13,17.49
Drusilla Salls,Bar5,725895,77.29,0.12,92.81
Drusilla Salls,Rocking Horse Saloon,541142,17.45,0.17,21.75
Drusilla Salls,The Press,467165,47.84,0.15,58.93
Drusilla Salls,The Press,473093,11.46,0.13,13.81
Drusilla Salls,The Press,493382,29.4,0.16,36.51
Drusilla Salls,The Press,538098,51.82,0.16,64.38
Drusilla Salls,The Press,641495,73.76,0.11,87.59
Drusilla Salls,The Press,796665,19.44,0.14,23.75
Dulce Nuckols,Maison Premiere,854536,46.31,0.18,58.52
Dulce Nuckols,Nitecap,340669,43.91,0.16,54.38
Dulce Nuckols,Nitecap,406318,25.9,0.13,31.39
Dulce Nuckols,Nitecap,408929,41.83,0.12,50.33
Dulce Nuckols,Nitecap,920202,20.43,0.19,26.12
Dulce Nuckols,Nitecap,946946,45.37,0.12,54.17
Dulce Nuckols,Nitecap,993942,41.03,0.2,52.6
Duncan Olin,Broken Shaker,149614,45.52,0.16,56.67
Duncan Olin,Broken Shaker,219390,37.35,0.17,46.85
Duncan Olin,Broken Shaker,658731,13.39,0.15,16.52
Duncan Olin,Broken Shaker,718388,25.91,0.11,30.67
Duncan Olin,Broken Shaker,785785,51.08,0.19,65.08
Duncan Olin,McSorley’s Old Ale House,730768,83.56,0.15,102.58
Dustin Schneider,Angel’s Share,128214,66.82,0.12,80.37
Dwain Imai,Clover Club,885731,56.6,0.17,71.11
Dwain Imai,DC’s Tavern,181195,62.85,0.12,75.01
Dwain Imai,Employees Only,106037,41.46,0.11,49.32
Dwain Imai,The Aviary NYC,110291,39.36,0.15,48.3
Eboni Cadet,Angel’s Share,176163,60.89,0.12,72.85
Eda Oscar,Ghost Donkey,140141,54.68,0.15,67.36
Eda Oscar,Ghost Donkey,273269,10.47,0.15,12.88
Eda Oscar,Ghost Donkey,617830,25.89,0.14,31.55
Eda Oscar,Ghost Donkey,649438,10.95,0.11,13.04
Eda Oscar,Ghost Donkey,731152,14.93,0.12,17.87
Eda Oscar,Ghost Donkey,753648,16.23,0.19,20.6
Eda Oscar,Ghost Donkey,867038,17.32,0.17,21.73
Eda Oscar,Ghost Donkey,873033,8.76,0.13,10.63
Eda Oscar,Ghost Donkey,897985,70.54,0.12,84.31
Eda Oscar,Ghost Donkey,969813,54.39,0.14,66.57
Eda Oscar,Mayahuel,766458,61.32,0.17,76.65
Eden Horner,Rocking Horse Saloon,576710,71.76,0.14,87.2
Eden Horner,The Russian Lady,735239,68.29,0.16,84.93
Edna Wen,Maison Premiere,840324,41.73,0.2,53.52
Edna Wen,Northern Soul,697875,7.96,0.12,9.54
Effie Preston,Attaboy,492782,41.87,0.15,51.61
Effie Preston,Bar5,802446,3.49,0.14,4.27
Effie Preston,Pilsner Haus & Biergarden,665287,92.31,0.11,109.95
Effie Preston,The Pig and Parrot,121163,26.94,0.18,33.92
Ehtel Remy,McSorley’s Old Ale House,674021,29.42,0.19,37.31
Ehtel Remy,Primo’s,855134,29.92,0.14,36.43
Ehtel Remy,Slowly Shirley,665537,62.17,0.13,75.04
Ehtel Remy,The Dead Rabbit,775871,92.92,0.18,117.74
Ela Mcgilvery,Northern Soul,806645,33.37,0.12,40.06
Elana Barger,Holiday Cocktail Lounge,757503,21.9,0.13,26.43
Elana Barger,Pilsner Haus & Biergarden,429667,4.99,0.17,6.27
Elana Barger,The Shepherd & the Knucklehead,288452,101.51,0.18,127.69
Elba Bissett,Attaboy,380070,55.28,0.18,69.73
Elba Bissett,Side Bar,599068,14.45,0.19,18.37
Elba Bissett,The Honeywell,132588,36.64,0.16,45.65
Elden Hochmuth,Dutch Kills,145272,29.39,0.13,35.54
Elden Hochmuth,Grand Vin,326168,65.35,0.11,77.43
Elden Hochmuth,Grand Vin,411724,86.3,0.18,108.63
Elden Hochmuth,Mayahuel,422531,50.37,0.14,61.36
Elden Hochmuth,Mayahuel,598008,26.93,0.1,31.83
Elden Hochmuth,Nitecap,254044,99.67,0.13,120.68
Eldridge Mccord,Louise & Jerry’s,224444,15.95,0.14,19.5
Eldridge Mccord,McSorley’s Old Ale House,336642,17.45,0.11,20.67
Eldridge Mccord,Rocking Horse Saloon,956151,55.28,0.15,68.08
Elenore Brigance,Bar Goto,465942,33.57,0.16,41.59
Elenore Brigance,DC’s Tavern,413448,111.94,0.13,135.48
Elenore Brigance,Dear Irving,177385,58.19,0.15,71.78
Elenore Brigance,Mayahuel,182897,9.96,0.16,12.33
Elenore Brigance,Wilton House,759655,13.96,0.11,16.53
Eli Bosque,Aldo Sohm Wine Bar,843499,19.44,0.17,24.4
Eli Bosque,The Russian Lady,405145,21.52,0.13,26.1
Elia Huynh,Broken Shaker,233052,31.14,0.17,39.03
Elia Huynh,Clover Club,120231,31.11,0.14,37.95
Elia Huynh,Mayahuel,539212,45.79,0.17,57.08
Elia Huynh,Primo’s,947518,53.78,0.11,63.99
Elise Bilby,Mayahuel,264412,11.97,0.11,14.21
Elise Bilby,Mayahuel,282406,88.2,0.12,105.82
Elise Bilby,Mayahuel,537105,23.43,0.15,28.72
Elise Bilby,Mayahuel,539297,45.86,0.12,54.99
Elise Bilby,Mayahuel,601918,30.42,0.16,37.77
Elise Bilby,Mayahuel,738189,56.96,0.2,73.09
Elise Bilby,Mayahuel,770323,48.4,0.12,57.76
Elise Bilby,Mayahuel,922301,48.9,0.1,57.64
Elise Bilby,Mayahuel,935109,43.4,0.11,51.5
Eliseo Morra,Holiday Cocktail Lounge,503000,3.98,0.18,5.01
Eliseo Morra,Mace,163418,76.59,0.13,92.52
Eliseo Morra,Mace,248600,58.81,0.16,72.78
Eliseo Morra,Mace,364296,28.92,0.16,36.01
Eliseo Morra,Mace,416665,43.89,0.11,52.14
Eliseo Morra,Mace,629575,52.85,0.18,66.85
Eliseo Morra,Mace,689128,21.44,0.19,27.21
Eliseo Morra,Mace,740575,26.91,0.13,32.45
Eliseo Morra,Mace,769835,27.92,0.12,33.55
Eliseo Morra,Mace,911182,43.34,0.1,51.09
Eliseo Morra,Mace,977807,25.94,0.18,32.88
Eliseo Morra,The Dead Rabbit,699759,69.83,0.15,85.65
Eliseo Morra,Tørst,317237,43.63,0.11,51.59
Elizbeth Leith,Maison Premiere,644862,29.7,0.16,36.91
Elizbeth Villalta,Dear Irving,477414,60.85,0.16,75.58
Elizbeth Villalta,Ghost Donkey,713389,32.88,0.12,39.47
Elizbeth Villalta,Mace,712352,76.12,0.13,91.67
Elizbeth Villalta,The Pig and Parrot,771085,4.49,0.17,5.61
Elmer Million,Attaboy,422156,49.87,0.12,59.63
Elmer Million,L BAR,918113,31.89,0.14,38.95
Elmer Million,Raines Law Room,728157,40.89,0.12,48.92
Elmer Million,The Blind Pig Pizza,678355,31.91,0.14,39
Eloisa Fishman,Mace,874537,29.2,0.19,37.14
Eloisa Fishman,McSorley’s Old Ale House,568561,62.33,0.18,78.58
Eloisa Fishman,Please Don't Tell,323074,95.94,0.13,115.8
Eloisa Fishman,Please Don't Tell,355929,64.32,0.17,80.3
Eloisa Fishman,Please Don't Tell,433333,141.03,0.18,177.64
Eloisa Fishman,Please Don't Tell,850289,116.06,0.17,145.03
Eloisa Fishman,Please Don't Tell,952811,46.06,0.13,55.61
Eloisa Fishman,The Honeywell,268634,44.4,0.19,56.74
Elroy Daigre,Carpe Diem Pub & Restaurant,776309,8.36,0.15,10.24
Elroy Daigre,Cork City,448158,29.41,0.13,35.46
Elroy Daigre,Cork City,589430,75.48,0.15,93.25
Elroy Daigre,Louise & Jerry’s,186325,47.85,0.2,61.31
Elroy Daigre,Louise & Jerry’s,362140,49.85,0.16,62.07
Elroy Daigre,Louise & Jerry’s,554877,55.34,0.17,69
Elroy Daigre,Louise & Jerry’s,603742,65.32,0.17,81.51
Elroy Daigre,Moran’s,392276,71.94,0.18,90.75
Elroy Daigre,Northern Soul,242736,50.75,0.16,62.79
Elroy Daigre,The Winston,135855,49.31,0.17,61.85
Elroy Daigre,The Winston,838430,57.82,0.16,71.86
Elroy Daigre,Zack’s Oak Bar & Restaurant,355424,39.39,0.16,48.7
Elton Bigler,Dutch Kills,473055,42.85,0.1,50.48
Elton Bigler,Employees Only,243243,36.87,0.18,46.53
Elton Bigler,Phoenix Bar and Grille,334296,60.29,0.18,76.26
Elton Bigler,The Pig and Parrot,135093,19.95,0.11,23.75
Elva Wycoff,L BAR,265411,80.4,0.15,99.35
Elva Wycoff,L BAR,700902,15.96,0.14,19.39
Elva Wycoff,Pig’s Eye Pub,164366,44.39,0.16,55.23
Elva Wycoff,Pig’s Eye Pub,400871,76.82,0.11,91.09
Elva Wycoff,Pig’s Eye Pub,905961,42.9,0.13,51.74
Elva Wycoff,The Press,256070,29.9,0.14,36.56
Elva Wycoff,The Russian Lady,210933,9.98,0.14,12.22
Elva Wycoff,The Russian Lady,307994,42.87,0.17,53.69
Elva Wycoff,The Russian Lady,378900,51.37,0.18,65
Elva Wycoff,The Russian Lady,466254,25.34,0.18,31.99
Elva Wycoff,The Russian Lady,539497,45.83,0.19,58.15
Elva Wycoff,The Russian Lady,890047,29.94,0.19,38.01
Elva Wycoff,The Russian Lady,965154,80.8,0.1,95.16
Elva Wycoff,Vaughan’s Public House,753192,117.11,0.13,142.06
Elvie Vandine,L BAR,672266,17.64,0.1,20.84
Emely Batchelder,Pouring Ribbons,493966,27.93,0.19,35.46
Emilio Rountree,G.Millz Boken Roadhouse,189614,50.24,0.14,61.54
Era Thorington,Cork City,247012,19.96,0.14,24.39
Era Thorington,Cork City,443284,63.82,0.19,81.1
Era Thorington,Cork City,461583,8.97,0.16,11.14
Era Thorington,Cork City,628640,5.98,0.11,7.08
Era Thorington,Cork City,653293,59.86,0.13,72.25
Era Thorington,Cork City,731601,51.54,0.11,61.23
Era Thorington,Cork City,769879,59.68,0.18,75.5
Era Thorington,Cork City,876494,20.44,0.13,24.79
Era Thorington,Cork City,974638,33.9,0.2,43.51
Era Thorington,Finnegan’s Pub,747654,52.2,0.15,64.11
Era Thorington,Louise & Jerry’s,544876,68.29,0.16,84.44
Era Thorington,Mulligan’s,191968,51.35,0.17,64.39
Erasmo Matte,The Press,648983,55.3,0.12,66.55
Erasmo Matte,Wilton House,898783,59.38,0.19,75.65
Erlinda Brooker,Cooper’s Union,603771,28.91,0.18,36.41
Erlinda Brooker,Federal Cafe,296416,11.96,0.15,14.72
Erlinda Brooker,Grand Vin,571828,83.06,0.13,100.26
Erlinda Brooker,Pig’s Eye Pub,403724,76.82,0.12,91.73
Erlinda Brooker,Primo’s,274036,112.03,0.1,132.03
Erlinda Brooker,Raines Law Room,367397,35.78,0.13,43.26
Erlinda Brooker,The Ale House,322755,28.4,0.13,34.29
Ernestina Cornwall,DC’s Tavern,632806,37.93,0.11,44.91
Ernestina Cornwall,G.Millz Boken Roadhouse,123299,55.34,0.16,68.5
Ernestina Cornwall,G.Millz Boken Roadhouse,155252,39.39,0.19,49.99
Ernestina Cornwall,G.Millz Boken Roadhouse,970221,44.39,0.11,52.83
Estefana Augustyn,Nitecap,868191,82.05,0.12,98.04
Estefana Augustyn,Please Don't Tell,797189,35.74,0.15,43.94
Estefana Augustyn,The Aviary NYC,601433,42.16,0.12,50.59
Estefana Augustyn,The Aviary NYC,841723,70.07,0.12,84.29
Estefana Augustyn,Vaughan’s Public House,685533,32.86,0.19,41.79
Estefana Lasch,G.Millz Boken Roadhouse,638318,113.21,0.12,135.67
Estefana Lasch,Pilsner Haus & Biergarden,243074,37.93,0.11,44.85
Estefana Lasch,Pilsner Haus & Biergarden,332568,82.32,0.13,99.22
Estefana Lasch,Pilsner Haus & Biergarden,337613,16.96,0.2,21.69
Estefana Lasch,Pilsner Haus & Biergarden,544708,91.31,0.11,108.05
Estefana Lasch,Pilsner Haus & Biergarden,622308,90.8,0.16,112.41
Estefana Lasch,Pilsner Haus & Biergarden,742642,34.92,0.15,42.86
Estefana Lasch,Pilsner Haus & Biergarden,802113,38.42,0.11,45.66
Estefana Lasch,Pilsner Haus & Biergarden,856933,91.32,0.2,117.18
Estefana Lasch,The Winston,572183,58.8,0.18,74.16
Estefana Lasch,Zack’s Oak Bar & Restaurant,116113,63.33,0.17,79.36
Estefana Lasch,Zack’s Oak Bar & Restaurant,823608,70.81,0.15,87.04
Ethelene Schimke,The Shepherd & the Knucklehead,204518,82.7,0.19,105.57
Ethelene Schimke,The Winston,209980,34.84,0.18,43.94
Ethelene Schimke,The Winston,342107,48.78,0.2,62.39
Ethelene Schimke,The Winston,438681,9.95,0.12,11.9
Ethelene Schimke,The Winston,547672,18.42,0.16,22.85
Ethyl Selke,Clover Club,286076,46.23,0.14,56.48
Ethyl Selke,Employees Only,151521,17.94,0.12,21.47
Eugenio Stong,Dear Irving,137037,71.36,0.16,88.72
Eugenio Stong,Federal Cafe,749056,48.35,0.12,57.83
Eugenio Stong,Moran’s,342207,114.28,0.15,140.31
Eugenio Stong,Pig’s Eye Pub,615838,29.92,0.11,35.44
Eugenio Stong,Pouring Ribbons,386408,51.87,0.16,64.27
Eula Elvira,Cork City,463513,26.42,0.13,31.89
Eula Elvira,Finnegan’s Pub,115168,75.85,0.1,89.67
Eula Elvira,Finnegan’s Pub,180797,52.81,0.16,65.58
Eula Elvira,Finnegan’s Pub,191441,21.92,0.12,26.38
Eula Elvira,Finnegan’s Pub,433873,42.23,0.18,53.12
Eula Elvira,Finnegan’s Pub,455411,23.62,0.19,30.2
Eula Elvira,Finnegan’s Pub,747914,67.76,0.18,85.4
Eula Elvira,Finnegan’s Pub,870044,38.47,0.16,47.71
Eula Elvira,Finnegan’s Pub,973082,51.03,0.15,62.79
Eula Elvira,Finnegan’s Pub,978499,37.46,0.19,47.74
Eula Elvira,Pilsner Haus & Biergarden,355875,71.86,0.2,92.18
Eula Elvira,The Pig and Parrot,763963,98.28,0.14,119.4
Eula Elvira,The Winston,111948,62.59,0.12,74.68
Euna Blackstone,Bar Goto,306671,56.12,0.2,72.03
Euna Blackstone,Death & Company,342720,27.39,0.17,34.35
Euna Blackstone,Dutch Kills,684474,4.78,0.12,5.73
Euna Blackstone,The Aviary NYC,263320,15.96,0.13,19.24
Eunice Owusu,Federal Cafe,267821,59.82,0.16,74.16
Evelia Linton,Bar5,841967,46.38,0.2,59.53
Evelia Linton,Pig’s Eye Pub,943263,39.39,0.12,47.2
Evelia Linton,The Blind Pig Pizza,176355,61.82,0.11,73.64
Evelia Linton,The Blind Pig Pizza,285369,67.05,0.19,85.22
Evelia Linton,The Blind Pig Pizza,453131,41.86,0.19,53.33
